,Unnamed: 0,id_artists,name_artists_df,id_tracks_df,name_tracks_df,duration_m,genre,popularity_tracks_df,release_year,popularity_artists_df,followers,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2036,2036,5LeiVcEnsZcwc133TUhJNW,Belinda,46byx3nwRDZwZ0dxPZNs0G,Ángel - Once in Your Lifetime,3.67,pop,63,2003,71.0,1075587.0,220253,0.581,0.834,-5.185,0.0707,0.216,0.0,0.323,0.517,164.015,4
2037,2037,3zxKH0qp3nBCuPZCZT5Vaf,Yellowcard,0DxN6Ywom8nnndyQXdSBPy,Breathing,3.65,pop,63,2003,67.0,1175135.0,218707,0.382,0.932,-3.726,0.0716,3.5e-05,0.0,0.243,0.57,179.581,4
2038,2038,3Bd1cgCjtCI32PYvDC3ynO,London Grammar,0CzKeBPCiBrGZRV9eLzzBo,Wasting My Young Years,3.4,pop,63,2013,72.0,1206291.0,204267,0.54,0.285,-11.377,0.0378,0.855,0.00118,0.0937,0.107,126.881,4
2039,2039,6FBDaR13swtiWwGhX1WQsP,blink-182,3HM4NePuYAqdXpAGBk7nNz,Always,4.2,pop,63,2003,81.0,6424396.0,251867,0.463,0.925,-5.74,0.0747,0.0106,0.027,0.189,0.59,158.337,4
2040,2040,3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,6LGwYMXXgURfaequXipzHx,You Don't Know My Name,6.11,pop,63,2003,82.0,8565325.0,366733,0.263,0.663,-8.264,0.19,0.589,0.00451,0.342,0.25,167.271,4
2041,2041,1sqYIwXAmhrcSTsYmsTFAr,Ari Lasso,6bE0o9hYUPYlokZIH79oM0,Hampa,4.98,pop,63,2003,59.0,654149.0,298893,0.528,0.624,-6.613,0.0301,0.391,0.0,0.0777,0.374,80.051,4
2042,2042,0MlOPi3zIDMVrfA9R04Fe3,American Authors,0Dho96aJIZ5LJZXyPllbWA,Best Day Of My Life,3.24,pop,63,2014,72.0,1204541.0,194187,0.675,0.894,-2.442,0.0355,0.0599,0.000452,0.0484,0.537,100.01,4
2043,2043,3kzwYV3OCB010YfXMF0Avt,Alvvays,5HLes17mwCwKt81mi0Tk35,"Archie, Marry Me",3.28,pop,63,2014,61.0,345061.0,196560,0.27,0.83,-4.592,0.0741,0.00956,0.434,0.142,0.205,117.314,4
2044,2044,6VD4UEUPvtsemqD3mmTqCR,Deorro,3haS1MDe2Zh8jJaeiiymSt,Five Hours,5.45,pop,63,2014,72.0,1108573.0,326888,0.88,0.821,-2.545,0.118,0.0197,0.661,0.234,0.575,127.907,4
2045,2045,0awl5piYwO0CDTHEkCjUhn,Nico & Vinz,2wqaekenSQZm7hxQOYt8oE,Am I Wrong,4.13,pop,63,2014,66.0,455797.0,247520,0.725,0.68,-5.465,0.0306,0.162,2.13e-06,0.158,0.76,119.939,4
2046,2046,40KlwpvpKEQtZTJgbml8lT,Teoman,68xnudIZzP49DreYAMlbqZ,Kupa Kızı Ve Sinek Valesi,4.92,pop,63,2003,67.0,1461700.0,295067,0.586,0.773,-5.724,0.0303,0.0187,0.0,0.314,0.369,94.83,4
2047,2047,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,0ZRrJTPXDToRJ2iLo9oLrW,When The Sun Goes Down,3.37,rock,63,2006,87.0,11481777.0,202133,0.348,0.875,-4.758,0.199,0.0341,0.0,0.117,0.407,169.152,4
2048,2048,2XNo6k4LqlZlM5sj0wKReo,Dame,1GfvAdtSh24tvFrl06Jz5E,Auf die guten alten Zeiten,4.05,hiphop,63,2012,64.0,284005.0,243093,0.799,0.772,-5.466,0.111,0.109,0.0,0.112,0.671,79.995,4
2049,2049,7d86ERlvO5UG44j7Va0Y0C,Pamungkas,71ck7QnubXzGGj3hE49dvk,One Only - Acoustic,4.25,pop,63,2019,77.0,980444.0,255102,0.258,0.361,-8.31,0.0303,0.105,0.0,0.0904,0.367,73.343,4
2050,2050,3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,5VIlWNT4PbYNoZLwVNz4lk,Condenado Para El Millón,3.71,hiphop,63,2019,79.0,12448153.0,222377,0.643,0.75,-4.755,0.294,0.00531,0.0,0.298,0.208,75.3,4
2051,2051,3FCo1sUkVbwKnO2m0Z7Bp9,REDZED,3R1bUwe5mTclpush3T5P0a,Rave in the Grave,2.42,hiphop,63,2019,59.0,62965.0,145137,0.734,0.878,-2.172,0.0396,0.000266,0.0,0.0973,0.297,86.03,4
2052,2052,3CnCGFxXbOA8bAK54jR8js,Vald,4ueL4j6iOPX23UG5VsvGrm,Désaccordé,3.58,hiphop,63,2018,71.0,974559.0,214827,0.75,0.496,-8.424,0.352,0.448,0.0,0.116,0.431,150.108,4
2053,2053,2Diqn1jFkehRd9MVDGKGdq,Eddin,3OBTxLYXzQalSQbDv4qpGC,Da für dich,3.63,hiphop,63,2019,59.0,23346.0,218016,0.527,0.593,-6.362,0.334,0.173,0.0,0.552,0.29,98.145,4
2054,2054,5AZuEF0feCXMkUCwQiQlW7,Marracash,3me7fQdjgO8NHscb3xPaBa,BRAVI A CADERE - I polmoni,3.34,hiphop,63,2020,73.0,1318468.0,200214,0.608,0.693,-5.676,0.103,0.163,0.0,0.104,0.276,95.005,4
2055,2055,3LvwPiJQJ0da0GurKMToV0,Baby Gang,2LmVlMGBKvJSjzGs0zmjEX,Cella 2,2.37,hiphop,63,2020,65.0,59669.0,142021,0.802,0.507,-12.754,0.25,0.239,0.0,0.131,0.154,93.985,4
2056,2056,3I9Bd4StaxvFWPG9AAjlrO,uglystephan,4M2O9at0fryRSQYVh3MgdK,Skamming Shit,1.67,hiphop,63,2020,52.0,7848.0,100213,0.863,0.664,-7.154,0.265,0.124,0.0,0.0639,0.419,122.626,4
2057,2057,0hmUwzWBrPHpGWGrYH05c3,Miyagi & Andy Panda,2YDXf0ar2a5bquUgiVY0QG,All the Time,3.65,hiphop,63,2020,67.0,413731.0,218824,0.597,0.577,-5.846,0.155,0.705,0.00383,0.177,0.363,169.966,4
2058,2058,3DEdNjxF3ea9taOMCXouZ6,Sainte,1pU9taHA6AKtWsqTdkpoVf,Champagne Shots,2.4,hiphop,63,2020,55.0,21720.0,144039,0.941,0.432,-11.424,0.477,0.495,0.0,0.124,0.93,135.013,4
2059,2059,66Ok6bgC570sHkw08N20pZ,OBOY,656vbT8JKkVx7g1yG12L89,Avec Toi,3.23,hiphop,63,2019,69.0,289613.0,193813,0.661,0.666,-5.932,0.0277,0.457,0.0,0.13,0.381,92.475,4
2060,2060,3NH8t45zOTqzlZgBvZRjvB,PNL,7dn6WQzScfRGpp7XdTiCj0,Le monde ou rien,4.27,hiphop,63,2015,76.0,3848727.0,256281,0.648,0.465,-9.716,0.171,0.772,1.98e-06,0.287,0.407,103.025,4
2061,2061,140rt2E4rTCFAA6R6cbyYb,Sarhad,1XTUu81IEyoi5nU5H6Bf3H,Sinne,3.71,hiphop,63,2020,57.0,15994.0,222494,0.861,0.603,-6.209,0.106,0.16,0.000311,0.119,0.435,119.94,4
2062,2062,5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,2hyF1YWdX8yxExvRelT9nB,Jet Lag,3.4,hiphop,63,2019,79.0,2921189.0,203720,0.853,0.803,-3.297,0.292,0.0085,2.41e-05,0.104,0.433,169.957,4
2063,2063,3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,3lSfq8WiDcQXEn8sqHCTZZ,Romeo y Julieta,3.03,hiphop,63,2019,79.0,12448153.0,181554,0.871,0.636,-6.916,0.0826,0.0145,0.0,0.0953,0.464,130.051,4
2064,2064,4m6ubhNsdwF4psNf3R8kwR,KHEA,7yBXBWMoaMbPgIbTbEjALy,KELOKE,2.61,hiphop,63,2020,82.0,2862663.0,156680,0.792,0.35,-7.344,0.0593,0.342,0.0,0.106,0.664,75.096,4
2065,2065,23TFHmajVfBtlRx5MXqgoz,Sfera Ebbasta,57pRUe152ADvLINx0or1m8,Famoso,2.33,hiphop,63,2020,78.0,4297398.0,140000,0.772,0.589,-7.613,0.0351,0.142,0.0,0.217,0.503,132.964,4
2066,2066,3DCWeG2J1fZeu0Oe6i5Q6m,PLK,1O2mX6MrjsJlkCGEF0TVWL,Émotif (Booska 1H),2.7,hiphop,63,2019,75.0,767726.0,161737,0.89,0.749,-4.761,0.0722,0.562,0.0,0.137,0.864,133.99,4
2067,2067,7BgEOZ9w3Y4IMShXTMu1nN,Frah Quintale,4GF6LAJOxoKJO2zwXIb2gY,Due ali,3.85,hiphop,63,2020,69.0,341875.0,231001,0.724,0.678,-6.104,0.0852,0.507,0.0,0.103,0.418,118.045,4
2068,2068,1NHdROm8HLgfbar8uCIZGk,Skinny,4DTyaDA9ZwWUUqGUh1JOlj,Nuovi Amici No,2.18,hiphop,63,2020,60.0,44453.0,130800,0.834,0.5,-8.791,0.206,0.473,0.0,0.135,0.234,100.038,4
2069,2069,27LlKWxS3KXW7RRAxN5S8s,Geolier,7A9lnmpkWR2tPkcPWGbMqo,Capo,2.52,hiphop,63,2020,73.0,535826.0,150968,0.54,0.47,-6.364,0.39,0.473,0.000228,0.616,0.101,119.025,3
2070,2070,0RfocEzLe78RexLTeU1K2p,ssshhhiiittt!,5hY09NvKjD3gBQS3qhriXD,Танцы,2.92,hiphop,63,2019,60.0,281279.0,175054,0.481,0.972,-1.647,0.0576,0.144,0.000184,0.789,0.856,159.905,4
2071,2071,1aS5tqEs9ci5P9KD9tZWa6,Bonez MC,0dy5NFDnx5fuZvE8ZXEX35,Shotz Fired,3.0,hiphop,63,2020,81.0,1610296.0,179844,0.839,0.594,-9.087,0.139,0.249,0.0264,0.165,0.58,76.007,4
2072,2072,4YUcg2ee9TxMNdjhAxzZBF,Ashkidd,5gJTFGsEWpjma28XdJbkWP,Motel,4.02,hiphop,63,2015,57.0,114373.0,241352,0.393,0.627,-10.743,0.0537,0.217,0.0102,0.103,0.0966,92.937,4
2073,2073,2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,5ctNuquTVDsfMb9jKzsYu0,Wapo Traketero,3.02,hiphop,63,2019,82.0,1329289.0,181000,0.759,0.43,-11.102,0.556,0.414,2.57e-05,0.0731,0.506,150.048,4
2074,2074,4m6ubhNsdwF4psNf3R8kwR,KHEA,0ZGNuav3HfUf1iOLoF3CaO,S.A.D,2.14,hiphop,63,2018,82.0,2862663.0,128375,0.862,0.306,-13.58,0.0499,0.76,0.0,0.0946,0.772,120.005,4
2075,2075,4rUYk0fV0Z4pOtwVbEAyK9,Glenn Fredly,1GmIlN8URkjZxtV99zKlBk,Sekali Ini Saja,3.92,jazz,63,2003,66.0,1513144.0,235280,0.526,0.404,-9.34,0.0287,0.201,3.81e-06,0.239,0.162,124.103,4
2076,2076,4rUYk0fV0Z4pOtwVbEAyK9,Glenn Fredly,6xMUMMK64AUpstGjlDvoNn,Sedih Tak Berujung,3.81,jazz,63,2004,66.0,1513144.0,228387,0.33,0.471,-9.083,0.0445,0.619,3.36e-06,0.128,0.192,124.427,3
2077,2077,2sd9Q3r0Jhqpe3w9WVuG43,Crystal Waters,4UJ1AKSbXAbPlPVFe66wK7,Gypsy Woman (She's Homeless) - Radio Edit,3.63,house,63,2007,65.0,75002.0,217760,0.487,0.749,-8.749,0.0371,0.022,0.00324,0.0548,0.542,120.038,4
2078,2078,24DO0PijjITGIEWsO8XaPs,Nora En Pure,1Ht4NJdY8adMsW540P5vG0,Come With Me - Radio Mix,2.89,house,63,2013,67.0,252378.0,173625,0.677,0.758,-6.523,0.027,0.00307,0.736,0.22,0.308,119.999,4
2079,2079,2FwDTncULUnmANIh7qKa5z,FKJ,4c60yLpE5lXvICT0pyEaZ5,Better Give U Up,4.28,house,63,2017,72.0,915974.0,256800,0.525,0.72,-6.916,0.169,0.176,0.00648,0.0769,0.483,91.708,4
2080,2080,4Q5MS10mWfrDyiXVeAAzVd,T2,5Yaw45Q7W0irDbTVN5LOVs,Heartbroken - Edit,2.98,house,63,2017,51.0,6152.0,178614,0.716,0.757,-5.438,0.0329,0.0258,0.00392,0.16,0.877,139.986,4
2081,2081,7yeFMUrYTY5cAZx0GKXnti,Alpha Wann,7CAoGOFte5I1unfkE69o4w,philly flingo,2.9,hiphop,63,2020,67.0,226994.0,173760,0.898,0.465,-10.223,0.239,0.261,0.00532,0.105,0.277,113.998,4
2082,2082,6NaTOhsj6iiUNONPrE980Z,Fake Blood,5cPcd6pLrpDVmKnonjd3EQ,I Think I Like It,5.6,house,63,2018,50.0,45945.0,335800,0.727,0.847,-6.021,0.217,0.014,0.128,0.144,0.64,128.015,4
2083,2083,4H6XYH7PhoJXhD45W93wkh,Mauve,0scTJd9W6i8CJFJ1dtPzw7,1984,2.62,house,63,2020,65.0,17705.0,157359,0.695,0.43,-13.155,0.0914,0.654,0.00122,0.147,0.246,106.0,4
2084,2084,6Rmg5JiRphFMlhkwGNl9Fu,Tom Gregory,5IehiPW5EHa4fmqTmU8dF3,Fingertips,2.76,house,63,2020,71.0,50566.0,165430,0.718,0.695,-5.375,0.0251,0.0707,0.0,0.132,0.687,88.019,4
2085,2085,14YDWSgNTuQ9zHNiB2xq83,N O M I N A L,1FCvuPVt67WTBmDHR3nufc,EVERYDAY ANYONE,3.84,house,63,2019,50.0,5124.0,230609,0.838,0.48,-12.537,0.136,0.566,0.929,0.176,0.208,114.99,4
2086,2086,35pKZ36ma78w8aE467fRO9,Phil The Beat,1yOVxsH0yux1Gqsjb78xq3,Heart to Heart,2.63,house,63,2020,59.0,1948.0,158000,0.604,0.808,-5.428,0.108,0.106,0.0013,0.332,0.184,128.159,4
2087,2087,6HabM2PUM519iIxervGWSb,Prospa,2nHBfIdQ4ndFNaWilLdBUN,Ecstasy (Over & Over),3.61,house,63,2020,53.0,17644.0,216797,0.757,0.82,-4.999,0.0406,0.00426,0.421,0.173,0.656,128.012,4
2088,2088,1qQLhymHXFPtP5U8KNKsm6,Apache 207,0PEwVF6TStGXMTnQMAk9kl,Sex mit dir,2.89,hiphop,63,2019,78.0,1554532.0,173200,0.845,0.559,-7.182,0.0605,0.375,0.0372,0.0965,0.43,119.951,4
2089,2089,1NHdROm8HLgfbar8uCIZGk,Skinny,55Soh2lcLeN0ysLou2P7XP,Blue Bandana,2.78,hiphop,63,2020,60.0,44453.0,166819,0.882,0.566,-6.358,0.103,0.266,1.83e-05,0.147,0.267,94.003,4
2090,2090,1qQLhymHXFPtP5U8KNKsm6,Apache 207,6dNB3XdAzx7kTf5wa8Rg89,Wieso tust Du dir das an?,2.93,hiphop,63,2019,78.0,1554532.0,176067,0.857,0.473,-6.962,0.0549,0.296,0.474,0.121,0.461,133.966,4
2091,2091,19i93sA0D7yS9dYoVNBqAA,tha Supreme,7HwvPmK74MBRDhCIyMXReP,blun7 a swishland,2.8,hiphop,63,2019,73.0,1337237.0,167760,0.692,0.792,-5.984,0.245,0.13,0.0,0.255,0.566,129.883,4
2092,2092,1bAftSH8umNcGZ0uyV7LMg,Duki,57kdZIOAaolxAjB67d2yU3,Goteo,2.74,hiphop,63,2019,82.0,3960273.0,164458,0.473,0.779,-3.725,0.0414,0.186,0.0,0.189,0.438,108.287,3
2093,2093,6Rmg5JiRphFMlhkwGNl9Fu,Tom Gregory,5KPnuRrT1y1fGf8HkKMUUO,Fingertips,2.76,house,63,2020,71.0,50566.0,165427,0.717,0.688,-5.426,0.0253,0.0638,0.0,0.117,0.646,88.034,4
2094,2094,3u9rbdcmA6CxjxOAkjaeFr,KOKOROKO,7vfILe0geNdQ7ilJYF45SU,Abusey Junction,7.07,jazz,63,2019,55.0,151305.0,424080,0.713,0.347,-11.871,0.0576,0.838,0.937,0.111,0.372,84.007,4
2095,2095,3DCWeG2J1fZeu0Oe6i5Q6m,PLK,2N9Ms8Xb9aQw63O5jKKM9b,C'est mort,3.31,hiphop,63,2020,75.0,767726.0,198587,0.622,0.822,-6.234,0.16,0.266,0.0,0.117,0.491,86.007,4
2096,2096,3NH8t45zOTqzlZgBvZRjvB,PNL,1gRMO4h3NGb1ZJA7TNdMPj,Zoulou tchaing,5.43,hiphop,63,2019,76.0,3848727.0,325556,0.656,0.381,-8.757,0.0802,0.653,0.0,0.116,0.166,84.907,4
2097,2097,2boacFGRX1WIo7NFS8B0F2,Gazapizm,6LGFK19LALZ05LABThD75w,Pisliğin Üstüne Basmışlar,3.37,hiphop,63,2020,68.0,2451518.0,202432,0.758,0.664,-7.424,0.0427,0.00542,0.000201,0.0829,0.666,126.029,4
2098,2098,1iJrQKRh5aJnp6cG5lpITr,Khontkar,70wPGxTaip5IENzVP0bAMA,Zengin,2.78,hiphop,63,2020,65.0,692552.0,166624,0.84,0.717,-5.041,0.116,0.262,0.0183,0.117,0.451,157.04,4
2099,2099,1WLKjYJX9YHSlwufclauhg,UrboyTJ,4hccrJgNG1BwPa3CWw4NNg,กอดได้ไหม,3.5,hiphop,63,2020,60.0,390704.0,209916,0.737,0.509,-7.677,0.0842,0.174,0.0,0.231,0.691,140.091,4
2100,2100,0iFq8SzyZaaQ2Fn6CLDxqW,Clueso,5NruCL3mzAlLav6W8WGbpC,Sag Mir Was Du Willst,3.05,hiphop,63,2020,67.0,376969.0,183203,0.747,0.655,-5.272,0.0486,0.397,0.0,0.331,0.671,95.01,4
2101,2101,4jtv7mIerRdHNQOkFtKyDW,Ados,13HFzd7WkCb8lEcFVpN0lG,Yıkılır,4.74,hiphop,63,2020,56.0,161274.0,284325,0.671,0.797,-6.76,0.0434,0.587,0.0,0.286,0.608,140.106,4
2102,2102,4QFG9KrGWEbr6hNA58CAqE,Aleman,6FMbb1G5p7H0n6lDxsZYKt,Relojito,2.41,hiphop,63,2021,77.0,2615894.0,144438,0.54,0.858,-5.449,0.385,0.0427,0.0,0.322,0.808,159.514,4
2103,2103,1XKjtpH5P81gpOXDB91IEB,Miami Yacine,25UeoyPPgMgvmQVhUBhlow,Europol,2.97,hiphop,63,2020,62.0,707543.0,178246,0.765,0.867,-5.362,0.4,0.166,0.0,0.0788,0.791,142.133,3
2104,2104,07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,3FrQ1OJwWcusCyP5NS2bnD,Mucha Marihuana,3.81,hiphop,63,2016,80.0,7541026.0,228827,0.724,0.637,-4.721,0.0343,0.107,0.0,0.078,0.622,92.67,4
2105,2105,1cUpGtXcSQsovNYEZOQgOG,Nanpa Básico,6peU8VUsIPzFrM9zTl2KpK,Ya para Que,3.31,hiphop,63,2016,76.0,1024460.0,198656,0.781,0.356,-8.964,0.462,0.755,0.0,0.109,0.381,83.89,4
2106,2106,5XDJlfdfbGNJrOJJNxTcdq,Phora,39stgJx17gXBtxvPGlVJfl,I Think I Love You,3.51,hiphop,63,2016,69.0,706991.0,210452,0.544,0.446,-11.735,0.536,0.607,0.0,0.0923,0.469,115.192,5
2107,2107,6aaMZ3fcfLv4tEbmY7bjRM,Isaiah Rashad,5FX89IUKm9QJT9ymrmyK4k,Free Lunch,3.2,hiphop,63,2016,68.0,846898.0,192029,0.865,0.472,-7.359,0.237,0.223,5.39e-05,0.109,0.843,130.011,4
2108,2108,5XDJlfdfbGNJrOJJNxTcdq,Phora,4H6uJnjhyjxDw1F4jR8irF,Fake Smiles,3.45,hiphop,63,2016,69.0,706991.0,207201,0.461,0.612,-8.645,0.522,0.15,0.0,0.086,0.0374,168.504,3
2109,2109,3TVXtAsR1Inumwj472S9r4,Drake,5NFYuqu8V6QXc6mzcLImd6,Hype,3.49,hiphop,63,2016,98.0,54416812.0,209413,0.787,0.635,-8.271,0.155,0.0253,0.0,0.357,0.237,130.018,4
2110,2110,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,2z3joGXrdGL2iEjIKQTiN1,Ville Mentality,3.24,hiphop,63,2016,87.0,13067338.0,194347,0.87,0.386,-7.843,0.0684,0.745,0.00013,0.122,0.642,119.91,3
2111,2111,2UwqpfQtNuhBwviIC0f2ie,Damso,6MHUYde9edp2cjzwYgIjiw,J'avais juste envie d'écrire.,2.6,hiphop,63,2021,77.0,2844777.0,155789,0.43,0.418,-6.598,0.0469,0.701,0.000515,0.159,0.508,83.04,3
2112,2112,20pbz4TbpkBUr5JwYfGgPS,Kekra,7gi31ULI4vzNFUw8pokrfm,Dans l'dos,3.4,hiphop,63,2021,69.0,296793.0,203813,0.829,0.708,-5.05,0.102,0.329,0.0,0.093,0.723,139.961,4
2113,2113,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,1trZGMI2CGyVT44STkpCoN,Let Me Explain,3.73,hiphop,63,2016,81.0,4821083.0,223969,0.809,0.504,-3.201,0.15,0.00156,0.0,0.0856,0.525,120.065,4
2114,2114,5U05AU34EcZ8pfohg2dicI,UZI,21SfDIzLqA9PltXot9U5Wc,Coeur abîmé,2.69,hiphop,63,2021,67.0,159054.0,161173,0.723,0.53,-6.308,0.0554,0.0416,0.0,0.192,0.341,99.057,3
2115,2115,13bDjug9N0pyv3ZUINjkDV,Bausa,4hKWUzhQWsOkgT6LnDEASe,Was du Liebe nennst,3.39,hiphop,63,2017,76.0,945511.0,203630,0.874,0.487,-8.154,0.0641,0.393,2.96e-05,0.0524,0.746,144.956,4
2116,2116,54kCbQZaZWHnwwj9VP2hn4,Zola,685WMsplm7tOz9rLlkAqyH,Papillon,2.05,hiphop,63,2020,70.0,823154.0,123227,0.833,0.459,-7.432,0.224,0.44,0.000303,0.149,0.722,142.0,4
2117,2117,6Te49r3A6f5BiIgBRxH7FH,Ninho,7s0TcSgr6VzxjJ4S9VuJc9,Toutes les couleurs,3.29,hiphop,63,2020,82.0,4343883.0,197169,0.825,0.672,-6.947,0.254,0.484,0.0,0.108,0.471,118.961,4
2118,2118,1Fg19vpUJpAAPFjnKaVYVW,Reynmen,1RqNAiL2toZ59HTjQbFLfM,Leila,2.83,hiphop,63,2020,65.0,2223824.0,169714,0.665,0.735,-6.059,0.0458,0.132,4.98e-06,0.144,0.259,104.952,4
2119,2119,3pjq2pDV9RR6VY55wBjVnp,Dardan,0IhTszc48NK2EBCvvc1KKU,ka je,2.89,hiphop,63,2020,73.0,835236.0,173500,0.777,0.479,-8.27,0.0727,0.0445,2.26e-06,0.0959,0.335,128.026,4
2120,2120,7EWU4FhUJM1sZQgQKdENeT,Hopsin,6IY2y3kjjLaNbxW4GLiYQR,Ill Mind of Hopsin 8,6.5,hiphop,63,2016,73.0,1905979.0,390005,0.743,0.787,-4.863,0.348,0.403,0.0,0.0553,0.71,126.98,4
2121,2121,4xRYI6VqpkE3UwrDrAZL8L,Logic,4s2BWgnSQ9NZiOQM4PP4HB,44 Bars,3.04,hiphop,63,2016,83.0,5302006.0,182267,0.728,0.628,-8.83,0.319,0.351,0.0,0.198,0.313,94.128,4
2122,2122,5j21TGkrNEAJe3gG9VlS34,Shindy,5RVjk9aH22Z9Mwg2ZaOPNT,Babygirl,2.85,hiphop,63,2019,71.0,789612.0,170993,0.747,0.669,-5.956,0.306,0.231,0.0,0.106,0.755,89.575,4
2123,2123,1qQLhymHXFPtP5U8KNKsm6,Apache 207,7eAJEMhjeQLLp4HSdJJ58b,Unterwegs,2.87,hiphop,63,2020,78.0,1554532.0,172227,0.706,0.772,-6.765,0.189,0.376,8.76e-06,0.0884,0.304,99.186,4
2124,2124,2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,23bOfmnZiN42pB1frXNyak,Paper Trail$,3.25,hiphop,63,2015,76.0,2125443.0,194739,0.548,0.829,-4.103,0.285,0.339,0.0,0.537,0.452,93.62,4
2125,2125,0bMt8SJlp0gFRUufzifS05,K.I.Z,1parCywpMDF9i6sO13kyvc,Rap über Hass,3.27,hiphop,63,2021,69.0,663625.0,196143,0.717,0.623,-5.724,0.327,0.00367,4.16e-06,0.506,0.219,92.626,4
2126,2126,5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,2bocAPQcUTLUXx8lAOTiK3,Team,3.49,hiphop,63,2016,76.0,5459434.0,209467,0.891,0.692,-4.989,0.0673,0.0545,0.0,0.608,0.218,100.023,4
2127,2127,6Te49r3A6f5BiIgBRxH7FH,Ninho,0u6HzAVFUBiKslzPF9G9vd,Dis-moi que tu m'aimes,3.31,hiphop,63,2016,82.0,4343883.0,198747,0.863,0.52,-6.047,0.366,0.451,0.0,0.149,0.516,107.032,4
2128,2128,4WZGDpNwrC0vNQyl9QzF7d,Capital Bra,1JPd9BSiiN7xrKE64Qo30m,Einsam an der Spitze,2.85,hiphop,63,2020,79.0,3980041.0,171147,0.738,0.706,-4.839,0.298,0.262,0.0,0.161,0.541,80.092,4
2129,2129,1oH2B8tcHn4Gpl2bmmyd4A,La Santa Grifa,30J1awhMdBQQAvcxiiPvqm,Como Me Encula Esa Dama,4.82,hiphop,63,2017,69.0,985756.0,289332,0.773,0.573,-6.81,0.354,0.00799,0.0,0.366,0.456,132.106,4
2130,2130,4LLpKhyESsyAXpc4laK94U,Mac Miller,4vbCuMBvSN4jqOX4ypQcbz,BDE Bonus,4.05,hiphop,63,2016,87.0,5744628.0,243034,0.53,0.497,-8.701,0.182,0.521,1.62e-05,0.0665,0.322,181.539,4
2131,2131,5meD8C7oGK5yUEY2T7ZZ7W,Max Korzh,14JceK2UBLd0UUm23N5lRy,Малый повзрослел,3.46,hiphop,63,2016,65.0,2126518.0,207429,0.66,0.52,-7.442,0.128,0.115,0.00541,0.12,0.207,139.961,4
2132,2132,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,4ywmyUAQ0WAdNHXpoWWqfv,Day 'n' Nite,3.7,hiphop,63,2015,87.0,4746873.0,222067,0.88,0.445,-6.154,0.066,0.515,4.57e-06,0.102,0.787,138.048,4
2133,2133,3NH8t45zOTqzlZgBvZRjvB,PNL,00X2yv2vrtritPt2CZnUTZ,Bené,3.17,hiphop,63,2016,76.0,3848727.0,190067,0.784,0.7,-7.649,0.108,0.491,0.0,0.108,0.769,82.028,4
2134,2134,3TVXtAsR1Inumwj472S9r4,Drake,2durxb17bXcmQJHSt8JAdO,No Tellin',5.18,hiphop,63,2015,98.0,54416812.0,310933,0.823,0.467,-10.394,0.301,0.543,1.06e-06,0.135,0.618,95.026,4
2135,2135,50co4Is1HCEo8bhOyUWKpn,Young Thug,33JcUj9qQDayKswunZP9ar,Best Friend,3.55,hiphop,63,2015,91.0,6110874.0,213000,0.959,0.598,-5.534,0.0713,0.0358,0.0,0.358,0.408,127.029,4
2136,2136,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,16bHRxM89ue0TiCKARYbRp,Sorry Not Sorry,3.35,hiphop,63,2015,81.0,4821083.0,200760,0.681,0.608,-6.093,0.207,0.0477,0.0,0.225,0.262,97.934,4
2137,2137,02kJSzxNuaWGqwubyUba0Z,G-Eazy,7xq3uN2toVZ8IbNzfTucyJ,Calm Down,2.12,hiphop,63,2015,83.0,4816750.0,127427,0.538,0.624,-8.794,0.325,0.000175,2.2e-06,0.117,0.409,102.346,4
2138,2138,1RyvyyTE3xzB2ZywiAwp0i,Future,1yCVsVH2hQ72SxNI8QTDaB,The Percocet & Stripper Joint,2.47,hiphop,63,2015,91.0,10099191.0,148453,0.625,0.667,-5.875,0.131,0.754,0.954,0.135,0.0805,80.046,4
2139,2139,3TVXtAsR1Inumwj472S9r4,Drake,3lSR267IJfT54p0Gfuw7mi,Right Hand,3.18,hiphop,63,2015,98.0,54416812.0,190595,0.916,0.301,-7.657,0.237,0.117,0.0,0.089,0.351,100.518,4
2140,2140,7wy9Plp8SD5l3LDuJubTcv,Jimilian,6WELXrF1hsdUZEcasR1DGG,Kærlighedssangen,2.56,hiphop,63,2021,61.0,43293.0,153708,0.478,0.686,-5.598,0.134,0.225,0.0,0.117,0.403,177.925,4
